Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Russell Westbrook,28,OKC,PG,81,81,34.6,10.2,24,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9,10.7,10.4,1.6,0.4,5.4,2.3,31.6,MVP-1ASNBA1,westbru01
2,James Harden,27,HOU,PG,81,81,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7,8.1,11.2,1.5,0.5,5.7,2.7,29.1,MVP-2ASNBA1,hardeja01
3,Isaiah Thomas,27,BOS,PG,76,76,33.8,9,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,MVP-5ASNBA2,thomais02
4,Anthony Davis,23,NOP,C,75,75,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28,MVP-9ASNBA1,davisan02
5,DeMar DeRozan,27,TOR,SG,74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,MVP-11ASNBA3,derozde01
6,DeMarcus Cousins,26,2TM,C,72,72,34.2,9,19.9,0.452,1.8,5,0.361,7.2,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,11,4.6,1.4,1.3,3.7,3.9,27,AS,couside01
6,DeMarcus Cousins,26,SAC,C,55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,10,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8,,couside01
6,DeMarcus Cousins,26,NOP,C,17,17,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,0.486,0.51,5.5,7.1,0.777,2.2,10.2,12.4,3.9,1.5,1.1,3.6,4.4,24.4,,couside01
7,Damian Lillard,26,POR,PG,75,75,35.9,8.8,19.8,0.444,2.9,7.7,0.37,6,12.1,0.492,0.516,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2,27,,lillada01
8,LeBron James,32,CLE,SF,74,74,37.8,9.9,18.2,0.548,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,MVP-4DPOY-5ASNBA1,jamesle01
9,Kawhi Leonard,25,SAS,SF,74,74,33.4,8.6,17.7,0.485,2,5.2,0.38,6.6,12.5,0.529,0.541,6.3,7.2,0.88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,MVP-3DPOY-3ASNBA1,leonaka01
10,Stephen Curry,28,GSW,PG,79,79,33.4,8.5,18.3,0.468,4.1,10,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3,2.3,25.3,MVP-6ASNBA2,curryst01
11,Kyrie Irving,24,CLE,PG,72,72,35.1,9.3,19.7,0.473,2.5,6.1,0.401,6.9,13.6,0.505,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,AS,irvinky01
12,Kevin Durant,28,GSW,PF,62,62,33.4,8.9,16.5,0.537,1.9,5,0.375,7,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,MVP-9ASNBA2,duranke01
13,Karl-Anthony Towns,21,MIN,C,82,82,37,9.8,18,0.542,1.2,3.4,0.367,8.5,14.7,0.582,0.576,4.3,5.2,0.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1,,townska01
14,Jimmy Butler,27,CHI,SF,76,75,37,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,ASNBA3,butleji01
15,Paul George,26,IND,SF,75,75,35.9,8.3,18,0.461,2.6,6.6,0.393,5.7,11.4,0.501,0.534,4.5,5,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,AS,georgpa01
16,Andrew Wiggins,21,MIN,SF,82,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,0.484,5,6.6,0.76,1.2,2.8,4,2.3,1,0.4,2.3,2.2,23.6,,wiggian01
17,Kemba Walker,26,CHO,PG,79,79,34.7,8.1,18.3,0.444,3,7.6,0.399,5.1,10.7,0.476,0.527,3.8,4.5,0.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,AS,walkeke02
18,Bradley Beal,23,WAS,SG,77,77,34.9,8.3,17.2,0.482,2.9,7.2,0.404,5.4,10,0.538,0.566,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2,2.2,23.1,,bealbr01
19,John Wall,26,WAS,PG,78,78,36.4,8.3,18.4,0.451,1.1,3.5,0.327,7.2,14.9,0.48,0.482,5.4,6.8,0.801,0.8,3.4,4.2,10.7,2,0.6,4.1,1.9,23.1,MVP-7ASNBA3,walljo01
20,CJ McCollum,25,POR,SG,80,80,35,8.7,18,0.48,2.3,5.5,0.421,6.3,12.5,0.506,0.544,3.4,3.7,0.912,0.8,2.9,3.6,3.6,0.9,0.5,2.2,2.5,23,,mccolcj01
21,Giannis Antetokounmpo,22,MIL,SF,80,80,35.6,8.2,15.7,0.521,0.6,2.3,0.272,7.6,13.5,0.563,0.541,5.9,7.7,0.77,1.8,7,8.8,5.4,1.6,1.9,2.9,3.1,22.9,MVP-7MIP-1ASNBA2,antetgi01
22,Carmelo Anthony,32,NYK,SF,74,74,34.3,8.1,18.8,0.433,2,5.7,0.359,6.1,13.1,0.466,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,AS,anthoca01
23,Kyle Lowry,30,TOR,PG,60,60,37.4,7.1,15.3,0.464,3.2,7.8,0.412,3.9,7.5,0.518,0.569,5,6.1,0.819,0.8,4,4.8,7,1.5,0.3,2.9,2.8,22.4,AS,lowryky01
24,Klay Thompson,26,GSW,SG,78,78,34,8.3,17.6,0.468,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.8,0.853,0.6,3,3.7,2.1,0.8,0.5,1.6,1.8,22.3,AS,thompkl01
25,Devin Booker,20,PHO,SG,78,78,35,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,0.447,0.475,4.7,5.7,0.832,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,,bookede01
26,Gordon Hayward,26,UTA,SF,73,73,34.5,7.5,15.8,0.471,2,5.1,0.398,5.4,10.7,0.506,0.536,5,5.9,0.844,0.7,4.7,5.4,3.5,1,0.3,1.9,1.6,21.9,AS,haywago01
27,Blake Griffin,27,LAC,PF,61,61,34,7.9,15.9,0.493,0.6,1.9,0.336,7.2,14.1,0.514,0.513,5.2,6.9,0.76,1.8,6.3,8.1,4.9,0.9,0.4,2.3,2.6,21.6,,griffbl01
28,Eric Bledsoe,27,PHO,PG,66,66,33,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11,0.477,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,,bledser01
29,Mike Conley,29,MEM,PG,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3,3.5,6.3,1.3,0.3,2.3,1.8,20.5,,conlemi01
30,Brook Lopez,28,BRK,C,75,75,29.6,7.4,15.6,0.474,1.8,5.2,0.346,5.6,10.5,0.536,0.531,3.9,4.9,0.81,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5,,lopezbr01
31,Goran Dragić,30,MIA,PG,73,73,33.7,7.3,15.4,0.475,1.6,4,0.405,5.7,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3,3.8,5.8,1.2,0.2,2.9,2.7,20.3,,dragigo01
32,Joel Embiid,22,PHI,C,31,31,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,ROY-3,embiijo01
33,Jabari Parker,21,MIL,PF,51,50,33.9,7.8,16,0.49,1.3,3.5,0.365,6.5,12.5,0.525,0.53,3.2,4.3,0.743,1.5,4.6,6.2,2.8,1,0.4,1.8,2.2,20.1,,parkeja01
34,Marc Gasol,32,MEM,C,74,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,AS,gasolma01
35,Harrison Barnes,24,DAL,PF,79,79,35.5,7.6,16.2,0.468,1,2.8,0.351,6.6,13.4,0.492,0.498,3.1,3.6,0.861,1.2,3.8,5,1.5,0.8,0.2,1.3,1.6,19.2,,barneha02
36,Kevin Love,28,CLE,PF,60,60,31.4,6.2,14.5,0.427,2.4,6.5,0.373,3.8,8,0.471,0.51,4.3,4.9,0.871,2.5,8.6,11.1,1.9,0.9,0.4,2,2.1,19,AS,loveke01
37,Zach LaVine,21,MIN,SG,47,47,37.2,6.9,15.1,0.459,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3,0.836,0.4,3,3.4,3,0.9,0.2,1.8,2.2,18.9,,lavinza01
38,Rudy Gay,30,SAC,SF,30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,,gayru01
39,Dwyane Wade,35,CHI,SG,60,59,29.9,6.9,15.9,0.434,0.8,2.4,0.31,6.2,13.5,0.456,0.457,3.7,4.7,0.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,,wadedw01
40,Danilo Gallinari,28,DEN,SF,63,63,33.9,5.3,11.9,0.447,2,5.1,0.389,3.3,6.8,0.491,0.531,5.5,6.1,0.902,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,,gallida01
41,Paul Millsap,31,ATL,PF,69,67,34,6.2,14.1,0.442,1.1,3.5,0.311,5.1,10.6,0.486,0.481,4.5,5.9,0.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,AS,millspa01
42,Chris Paul,31,LAC,PG,61,61,31.5,6.1,12.9,0.476,2,5,0.411,4.1,7.9,0.518,0.555,3.8,4.3,0.892,0.7,4.3,5,9.2,2,0.1,2.4,2.4,18.1,,paulch01
43,Kristaps Porziņģis,21,NYK,PF,66,65,32.8,6.7,14.9,0.45,1.7,4.8,0.357,5,10.2,0.493,0.507,3,3.8,0.786,1.7,5.5,7.2,1.5,0.7,2,1.8,3.7,18.1,,porzikr01
44,Derrick Rose,28,NYK,PG,64,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7,14.3,0.487,0.477,3.5,4,0.874,1,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18,,rosede01
45,Dennis Schröder,23,ATL,PG,79,78,31.5,6.9,15.4,0.451,1.3,3.7,0.34,5.7,11.6,0.487,0.493,2.8,3.2,0.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9,,schrode01
46,Lou Williams,30,2TM,SG,81,1,24.6,5.3,12.3,0.429,2,5.5,0.365,3.3,6.8,0.48,0.511,5,5.6,0.88,0.3,2.2,2.5,3,1,0.2,2,1.1,17.5,6MOY-3,willilo02
46,Lou Williams,30,LAL,SG,58,1,24.2,5.6,12.7,0.444,2.1,5.5,0.385,3.5,7.2,0.489,0.527,5.2,5.9,0.884,0.2,2,2.3,3.2,1.1,0.2,2.1,1.2,18.6,,willilo02
46,Lou Williams,30,HOU,SG,23,0,25.7,4.4,11.5,0.386,1.8,5.6,0.318,2.7,5.9,0.452,0.464,4.3,4.9,0.867,0.5,2.5,3,2.4,0.7,0.4,1.7,1.1,14.9,,willilo02
47,LaMarcus Aldridge,31,SAS,PF,72,72,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,DPOY-8,aldrila01
48,Evan Fournier,24,ORL,SG,68,66,32.9,6,13.7,0.439,1.9,5.3,0.356,4.1,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,3,1,0.1,2.1,2.6,17.2,,fournev01
49,Hassan Whiteside,27,MIA,C,77,77,32.6,7,12.6,0.557,0,0,,7,12.6,0.557,0.557,2.9,4.6,0.628,3.8,10.3,14.1,0.7,0.7,2.1,2,2.9,17,DPOY-5,whiteha01
50,George Hill,30,UTA,PG,49,49,31.5,5.9,12.4,0.477,1.9,4.8,0.403,4,7.6,0.523,0.554,3.2,4,0.801,0.5,2.9,3.4,4.2,1,0.2,1.7,2.3,16.9,,hillge01
51,Nikola Jokić,21,DEN,C,73,59,27.9,6.8,11.7,0.578,0.6,1.9,0.324,6.2,9.8,0.628,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,,jokicni01
52,Avery Bradley,26,BOS,SG,55,55,33.4,6.5,14.1,0.463,2,5,0.39,4.6,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,,bradlav01
53,Eric Gordon,28,HOU,SG,75,15,31,5.5,13.5,0.406,3.3,8.8,0.372,2.2,4.7,0.468,0.527,2,2.3,0.84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2,16.2,6MOY-1,gordoer01
54,Tobias Harris,24,DET,PF,82,48,31.3,6.2,13,0.481,1.3,3.8,0.347,4.9,9.1,0.537,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,,harrito02
55,Victor Oladipo,24,OKC,SG,67,67,33.2,6.1,13.9,0.442,1.9,5.3,0.361,4.3,8.7,0.491,0.51,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,,oladivi01
56,Dion Waiters,25,MIA,SG,46,43,30.1,6.1,14.4,0.424,1.8,4.7,0.395,4.3,9.7,0.438,0.488,1.8,2.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,,waitedi01
57,Wilson Chandler,29,DEN,SF,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2,2.7,0.727,1.5,5,6.5,2,0.7,0.4,1.6,2.4,15.7,,chandwi01
58,D'Angelo Russell,20,LAL,PG,63,60,28.7,5.6,13.8,0.405,2.1,6.1,0.352,3.4,7.7,0.447,0.483,2.3,3,0.782,0.5,3,3.5,4.8,1.4,0.3,2.8,2.1,15.6,,russeda01
59,Jrue Holiday,26,NOP,PG,67,61,32.7,6,13.3,0.454,1.5,4.2,0.356,4.6,9.1,0.498,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2,15.4,,holidjr01
60,Jeff Teague,28,IND,PG,82,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,3.8,8,0.475,0.492,4.4,5.1,0.867,0.4,3.6,4,7.8,1.2,0.4,2.6,2,15.3,,teaguje01
61,Nicolas Batum,28,CHO,SG,77,77,34,5.1,12.7,0.403,1.8,5.3,0.333,3.4,7.4,0.453,0.472,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,,batumni01
62,JJ Redick,32,LAC,SG,78,78,28.2,5.1,11.4,0.445,2.6,6,0.429,2.5,5.4,0.462,0.558,2.3,2.6,0.891,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6,15,,redicjj01
63,Gary Harris,22,DEN,SG,57,56,31.3,5.6,11.2,0.502,1.9,4.5,0.42,3.7,6.7,0.558,0.586,1.8,2.4,0.776,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9,,harriga01
64,Serge Ibaka,27,2TM,PF,79,79,30.7,6,12.4,0.48,1.6,4,0.391,4.4,8.4,0.522,0.543,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,,ibakase01
64,Serge Ibaka,27,ORL,PF,56,56,30.5,6.1,12.6,0.488,1.5,3.8,0.388,4.6,8.7,0.532,0.547,1.4,1.6,0.846,1.8,5,6.8,1.1,0.6,1.6,1.2,2.5,15.1,,ibakase01
64,Serge Ibaka,27,TOR,PF,23,23,31,5.6,12.1,0.459,1.8,4.5,0.398,3.8,7.7,0.494,0.532,1.3,1.5,0.882,1.3,5.5,6.8,0.7,0.3,1.4,1.7,3.3,14.2,,ibakase01
65,Jordan Clarkson,24,LAL,SG,82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,2,0.798,0.6,2.4,3,2.6,1.1,0.1,2,1.8,14.7,,clarkjo01
66,Khris Middleton,25,MIL,SF,29,23,30.7,5.2,11.5,0.45,1.6,3.6,0.433,3.6,7.9,0.459,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,,middlkh01
67,Nikola Vučević,26,ORL,C,75,55,28.8,6.4,13.7,0.468,0.3,1,0.307,6.1,12.7,0.481,0.48,1.4,2.1,0.669,2.3,8,10.4,2.8,1,1,1.6,2.4,14.6,,vucevni01
68,Tim Hardaway Jr.,24,ATL,SG,79,30,27.3,5.3,11.5,0.455,1.9,5.3,0.357,3.4,6.3,0.537,0.537,2.1,2.7,0.766,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,6MOY-10,hardati02
69,Reggie Jackson,26,DET,PG,52,50,27.4,5.5,13,0.419,1.3,3.5,0.359,4.2,9.5,0.442,0.468,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,,jacksre01
70,Jeremy Lin,28,BRK,PG,36,33,24.5,4.9,11.1,0.438,1.6,4.3,0.372,3.3,6.8,0.48,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,,linje01
71,Myles Turner,20,IND,C,81,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5,9.3,0.536,0.534,3,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,,turnemy01
72,T.J. Warren,23,PHO,SF,66,59,31,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,0.511,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,,warretj01
73,Enes Freedom,24,OKC,C,72,0,21.3,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.549,3.1,4,0.786,2.7,4,6.7,0.9,0.4,0.5,1.7,2.1,14.3,6MOY-8,kanteen01
74,Dirk Nowitzki,38,DAL,PF,54,54,26.4,5.5,12.6,0.437,1.5,3.9,0.378,4,8.7,0.463,0.495,1.8,2.1,0.875,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1,14.2,,nowitdi01
75,Jordan Crawford,28,NOP,SG,19,0,23.3,5.5,11.5,0.482,1.9,5,0.389,3.6,6.5,0.553,0.567,1.1,1.4,0.769,0.2,1.6,1.8,3,0.6,0.1,1.3,1.6,14.1,,crawfjo02
76,Zach Randolph,35,MEM,PF,73,5,24.5,5.9,13.2,0.449,0.3,1.3,0.223,5.6,11.9,0.474,0.46,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,6MOY-4,randoza01
77,Rudy Gobert,24,UTA,C,81,81,33.9,5.1,7.7,0.661,0,0,0,5.1,7.7,0.662,0.661,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3,14,DPOY-2NBA2,goberru01
78,Al Horford,30,BOS,C,68,68,32.3,5.6,11.8,0.473,1.3,3.6,0.355,4.3,8.2,0.524,0.527,1.6,2,0.8,1.4,5.4,6.8,5,0.8,1.3,1.7,2,14,,horfoal01
79,Marcus Morris,27,DET,SF,79,79,32.5,5.3,12.7,0.418,1.5,4.5,0.331,3.8,8.2,0.466,0.477,1.8,2.3,0.784,1,3.7,4.6,2,0.7,0.3,1.1,2.1,14,,morrima03
80,Markieff Morris,27,WAS,PF,76,76,31.2,5.3,11.7,0.457,0.9,2.6,0.362,4.4,9.1,0.483,0.497,2.4,2.8,0.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14,,morrima02
81,Jae Crowder,26,BOS,SF,72,72,32.4,4.6,10,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,3,0.811,0.7,5.1,5.8,2.2,1,0.3,1.1,2.2,13.9,,crowdja01
82,Kentavious Caldwell-Pope,23,DET,SG,76,75,33.3,4.9,12.2,0.399,2,5.8,0.35,2.9,6.5,0.442,0.481,2,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,,caldwke01
83,Bojan Bogdanović,27,2TM,SF,81,54,25.7,4.6,10.4,0.445,1.8,4.8,0.367,2.9,5.6,0.512,0.53,2.7,3,0.893,0.5,3,3.4,1.4,0.4,0.1,1.6,1.8,13.7,,bogdabo02
83,Bojan Bogdanović,27,BRK,SF,55,54,26.9,4.9,11.1,0.44,1.8,5,0.357,3.1,6.1,0.509,0.521,2.7,3,0.874,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2,,bogdabo02
83,Bojan Bogdanović,27,WAS,SF,26,0,23.1,4.1,9,0.457,1.7,4.4,0.391,2.4,4.6,0.521,0.553,2.7,2.9,0.934,0.5,2.5,3.1,0.8,0.4,0.2,1.5,1.8,12.7,,bogdabo02
84,Will Barton,26,DEN,SG,60,19,28.4,4.9,11.1,0.443,1.5,3.9,0.37,3.5,7.2,0.483,0.508,2.4,3.2,0.753,1,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,,bartowi01
85,Tyler Johnson,24,MIA,PG,73,0,29.8,4.9,11.3,0.433,1.3,3.4,0.372,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4,3.2,1.2,0.6,1.2,2.4,13.7,6MOY-11,johnsty01
